Calculator Type,JID,Surface,Surface Energy (J/m^2)
alignn_ff,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 0]",1.204378502
chgnet,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 0]",1.348291544
mace,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 0]",1.643516184
sevennet,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 0]",1.771113782
matgl,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 0]",0.736522424
alignn_ff,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 1]",0.077590063
chgnet,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 1]",1.065118638
mace,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 1]",1.232653531
sevennet,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 1]",1.357165932
matgl,JVASP-972,"surface_energy for JVASP-972 with indices [1, 1, 1]",0.481614101
alignn_ff,JVASP-981,"surface_energy for JVASP-981 with indices [0, 0, 1]",16.00190156
chgnet,JVASP-981,"surface_energy for JVASP-981 with indices [0, 0, 1]",1.714659249
mace,JVASP-981,"surface_energy for JVASP-981 with indices [0, 0, 1]",2.172516506
sevennet,JVASP-981,"surface_energy for JVASP-981 with indices [0, 0, 1]",2.142489136
matgl,JVASP-981,"surface_energy for JVASP-981 with indices [0, 0, 1]",0.976944746
alignn_ff,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 0]",6.501619507
chgnet,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 0]",1.705650506
mace,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 0]",2.214440387
sevennet,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 0]",2.343239297
matgl,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 0]",1.054618736
alignn_ff,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 1]",6.185342666
chgnet,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 1]",1.710304269
mace,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 1]",2.232506652
sevennet,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 1]",2.762699094
matgl,JVASP-981,"surface_energy for JVASP-981 with indices [0, 1, 1]",1.609655612
alignn_ff,JVASP-981,"surface_energy for JVASP-981 with indices [1, 0, 0]",6.500136299
chgnet,JVASP-981,"surface_energy for JVASP-981 with indices [1, 0, 0]",1.705611991
mace,JVASP-981,"surface_energy for JVASP-981 with indices [1, 0, 0]",2.214440387
sevennet,JVASP-981,"surface_energy for JVASP-981 with indices [1, 0, 0]",2.343229426
matgl,JVASP-981,"surface_energy for JVASP-981 with indices [1, 0, 0]",1.063428763
JARVIS,JVASP-981,"surface_energy for JVASP-981 with indices [1, 0, 0]",2.87
alignn_ff,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 0]",3.979848411
chgnet,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 0]",1.753668769
mace,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 0]",2.316941462
sevennet,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 0]",2.442980525
matgl,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 0]",1.419475445
alignn_ff,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 1]",3.956134108
chgnet,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 1]",2.398947201
mace,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 1]",2.230092066
sevennet,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 1]",1.708338333
matgl,JVASP-981,"surface_energy for JVASP-981 with indices [1, 1, 1]",1.506942769
alignn_ff,JVASP-984,"surface_energy for JVASP-984 with indices [0, 0, 1]",-0.669732683
chgnet,JVASP-984,"surface_energy for JVASP-984 with indices [0, 0, 1]",1.797784539
mace,JVASP-984,"surface_energy for JVASP-984 with indices [0, 0, 1]",1.473117888
sevennet,JVASP-984,"surface_energy for JVASP-984 with indices [0, 0, 1]",1.761487239
matgl,JVASP-984,"surface_energy for JVASP-984 with indices [0, 0, 1]",1.558190914
JARVIS,JVASP-984,"surface_energy for JVASP-984 with indices [0, 0, 1]",2.46
alignn_ff,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 0]",-0.669730061
chgnet,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 0]",1.797784539
mace,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 0]",1.473117888
sevennet,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 0]",1.761487239
matgl,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 0]",1.559127127
alignn_ff,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 1]",-0.226457252
chgnet,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 1]",1.884927682
mace,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 1]",1.381337951
sevennet,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 1]",1.900247503
matgl,JVASP-984,"surface_energy for JVASP-984 with indices [0, 1, 1]",1.555063132
alignn_ff,JVASP-984,"surface_energy for JVASP-984 with indices [1, 0, 0]",-0.66972285
chgnet,JVASP-984,"surface_energy for JVASP-984 with indices [1, 0, 0]",1.797789034
mace,JVASP-984,"surface_energy for JVASP-984 with indices [1, 0, 0]",1.473117888
sevennet,JVASP-984,"surface_energy for JVASP-984 with indices [1, 0, 0]",1.761487239
matgl,JVASP-984,"surface_energy for JVASP-984 with indices [1, 0, 0]",1.558908341
alignn_ff,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 0]",-0.226455741
chgnet,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 0]",1.884927682
mace,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 0]",1.381337951
sevennet,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 0]",1.900244707
matgl,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 0]",1.554964586
alignn_ff,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 1]",-1.106664028
chgnet,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 1]",1.58347294
mace,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 1]",1.163283009
sevennet,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 1]",1.69083021
matgl,JVASP-984,"surface_energy for JVASP-984 with indices [1, 1, 1]",1.242005743
alignn_ff,JVASP-993,"surface_energy for JVASP-993 with indices [0, 0, 1]",1.048298859
chgnet,JVASP-993,"surface_energy for JVASP-993 with indices [0, 0, 1]",0.293842431
mace,JVASP-993,"surface_energy for JVASP-993 with indices [0, 0, 1]",0.29169526
sevennet,JVASP-993,"surface_energy for JVASP-993 with indices [0, 0, 1]",0.471542804
matgl,JVASP-993,"surface_energy for JVASP-993 with indices [0, 0, 1]",0.624750931
JARVIS,JVASP-993,"surface_energy for JVASP-993 with indices [0, 0, 1]",0.67
alignn_ff,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 0]",0.27082893
chgnet,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 0]",0.166040691
mace,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 0]",0.151985365
sevennet,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 0]",0.264718654
matgl,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 0]",0.250792484
alignn_ff,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 1]",0.226078033
chgnet,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 1]",0.108070048
mace,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 1]",0.142266028
sevennet,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 1]",0.185110481
matgl,JVASP-993,"surface_energy for JVASP-993 with indices [0, 1, 1]",0.164081157
alignn_ff,JVASP-993,"surface_energy for JVASP-993 with indices [1, 0, 0]",0.270829857
chgnet,JVASP-993,"surface_energy for JVASP-993 with indices [1, 0, 0]",0.166038387
mace,JVASP-993,"surface_energy for JVASP-993 with indices [1, 0, 0]",0.151981744
sevennet,JVASP-993,"surface_energy for JVASP-993 with indices [1, 0, 0]",0.264718654
matgl,JVASP-993,"surface_energy for JVASP-993 with indices [1, 0, 0]",0.249353442
alignn_ff,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 0]",0.137723659
chgnet,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 0]",0.097337768
mace,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 0]",0.121438335
sevennet,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 0]",0.19743376
matgl,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 0]",0.168735959
alignn_ff,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 1]",0.151563822
chgnet,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 1]",0.143908967
mace,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 1]",0.15077444
sevennet,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 1]",0.246993334
matgl,JVASP-993,"surface_energy for JVASP-993 with indices [1, 1, 1]",0.115454158
